case_id,happened_at,address,type,desc,lat,long
201600017994-1,03/28/2016 09:59:00,2600 E MAIN ST,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,36.740638,-108.171988
201600017993-1,03/28/2016 09:57:00,4600 E MAIN ST,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,35.922278,-89.829175
201600017988-1,03/28/2016 09:31:00,700 N ALLEN Ave,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.736509,-108.206342
201600017984-1,03/28/2016 08:48:00,400 N VINE Ave,Breaking & Entering,BURG-COMMERCIAL-UNLAWFUL-UNKNOWN,36.733798,-108.196037
201600017982-3,03/28/2016 08:22:00,800 E MAIN ST,Theft,LARCENY $2500 TO $20000=3F-BUILDING,36.733502,-108.192554
201600017982-2,03/28/2016 08:22:00,800 E MAIN ST,Theft of Vehicle,MOTOR VEHICLE THEFT,36.733502,-108.192554
201600017982-1,03/28/2016 08:22:00,800 E MAIN ST,Breaking & Entering,BURG-COMMERCIAL-FORCIBLE-UNKNOWN,36.733502,-108.192554
201600017974-1,03/28/2016 06:26:00,4100 WINDSOR DR,Theft of Vehicle,MOTOR VEHICLE THEFT,36.768768,-108.156441
201600017968-1,03/28/2016 02:54:00,2500 RIO VISTA WY,Theft of Vehicle,MOTOR VEHICLE THEFT,36.754982,-108.174492
201600017963-1,03/28/2016 01:07:00,2000 TROY KING RD,Assault,ASSLT/BATT-KNIFE OR CUTTING INSTRUMENT,36.749069,-108.264771
201600017963-3,03/28/2016 01:07:00,2000 TROY KING RD,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.749069,-108.264771
201600017963-2,03/28/2016 01:07:00,2000 TROY KING RD,Breaking & Entering,BURG-RESIDENCE-FORCIBLE-NIGHT,36.749069,-108.264771
201600017800-1,03/27/2016 23:39:00,500 E BROADWAY,Theft,SHOPLIFTING (MISD),36.7304,-108.2089
201600017923-2,03/27/2016 20:14:00,1400 W MAIN ST,Property Crime,TRESPASS OF REAL PROPERTY,36.732081,-108.226405
201600017923-1,03/27/2016 20:14:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600017848-1,03/27/2016 10:57:00,4600 BARCELONA CR,Breaking & Entering,BURG-RESIDENCE-UNLAWFUL-DAY,36.7304,-108.2089
201600017843-1,03/27/2016 10:12:00,1600 OJO CT,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.719643,-108.231409
201600017824-1,03/27/2016 05:20:00,2800 LA HABRA ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.731285,-108.245041
201600017770-1,03/26/2016 22:06:00,700 BRIMHALL PL,Disorder,DISORDERLY CONDUCT,36.731254,-108.214142
201600017744-1,03/26/2016 17:59:00,4600 COLLEGE BL,Theft from Vehicle,LARCENY,31.286345,-82.23413
201600017730-1,03/26/2016 17:07:00,800 W MAPLE ST,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.724709,-108.216881
201600017706-1,03/26/2016 15:32:00,4600 E MAIN ST,Theft,SHOPLIFTING (MISD),35.922278,-89.829175
201600017641-1,03/26/2016 09:52:00,6900 ALYSSA,Theft from Vehicle,LARCENY 100 TO 250-FROM MOTOR VEHICLE,0,0
201600017635-1,03/26/2016 09:38:00,4200 APPLEWOOD DR,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.76696,-108.142822
201600017634-1,03/26/2016 09:31:00,400 W COMANCHE ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.735233,-108.209188
201600017627-2,03/26/2016 08:59:00,1400 W MAIN ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.732081,-108.226405
201600017620-1,03/26/2016 08:08:00,4700 SUNRISE CR,Theft from Vehicle,LARCENY 100 TO 250-FROM MOTOR VEHICLE,36.7304,-108.2089
201600017613-1,03/26/2016 07:46:00,300 N ORCHARD Ave,Breaking & Entering,BURG-RESIDENCE-FORCIBLE-DAY,36.731821,-108.20527
201600017600-1,03/26/2016 02:20:00,5600 ARROYO DR,Breaking & Entering,BURG-RESIDENCE-FORCIBLE-UNKNOWN,36.780828,-108.124162
201600017600-2,03/26/2016 02:20:00,5600 ARROYO DR,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (FELONY),36.780828,-108.124162
201600017597-2,03/26/2016 01:01:00,2300 E 17TH ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.74604,-108.178352
201600017597-1,03/26/2016 01:01:00,2300 E 17TH ST,Disorder,DISORDERLY CONDUCT,36.74604,-108.178352
201600017593-4,03/25/2016 23:56:00,700 SCOTT Ave,Drugs,DRUG EQUIPMENT VIOLATIONS,36.728382,-108.190598
201600017593-3,03/25/2016 23:56:00,700 SCOTT Ave,Drugs,DRUG/NARCOTIC VIOLATIONS,36.728382,-108.190598
201600017593-1,03/25/2016 23:56:00,700 SCOTT Ave,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.728382,-108.190598
201600017592-1,03/25/2016 23:06:00,E MAIN ST & HUDSON ST,Drugs,DRUG/NARCOTIC VIOLATION,28.045955,-81.91613
201600017592-2,03/25/2016 23:06:00,E MAIN ST & HUDSON ST,Drugs,DRUG EQUIPMENT VIOLATIONS,28.045955,-81.91613
201600017573-1,03/25/2016 22:20:00,800 W MAPLE ST,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.724709,-108.216881
201600017567-1,03/25/2016 21:48:00,4400 RAYOS DEL SOL Ave,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.767181,-108.190468
201600017549-1,03/25/2016 19:37:00,700 HOPE Ave,Theft,EMBEZZLEMENT,36.726209,-108.121426
201600017545-1,03/25/2016 19:17:00,100 S HARBOUR,Theft,LARCENY $500 TO $2500=4F-FROM BUILDING,41.723996,-72.79551
201600017524-1,03/25/2016 17:46:00,1400 S BLUFFVIEW Ave,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.715541,-108.195224
201600017518-1,03/25/2016 16:50:00,300 AIRPORT DR,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.732147,-108.220364
201600017498-1,03/25/2016 15:19:00,900 MUNICIPAL DR,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,36.739043,-108.215825
201600017494-1,03/25/2016 15:12:00,900 S MESA VERDE Ave,Breaking & Entering,BREAKING & ENTERING,36.721101,-108.195371
201600017483-1,03/25/2016 14:14:00,1400 W MAIN ST,Theft,STOLEN PROPERTY OFFENSES (FELONY),36.732081,-108.226405
201600017478-1,03/25/2016 13:52:00,700 EL PASO DR,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,36.733063,-108.21431
201600017462-1,03/25/2016 13:02:00,600 W ANIMAS,Theft of Vehicle,MOTOR VEHICLE THEFT,36.7304,-108.2089
201600017445-1,03/25/2016 11:53:00,1200 N ALLEN Ave,Breaking & Entering,BURG-RESIDENCE-UNLAWFUL-NIGHT,36.743227,-108.206308
201600017422-1,03/25/2016 09:56:00,1000 W BROADWAY,Drugs,DRUG EQUIPMENT VIOLATIONS,36.7304,-108.2089
201600017420-1,03/25/2016 09:51:00,3500 E MAIN ST,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,40.348044,-75.2711
201600017412-1,03/25/2016 08:59:00,3900 N DUSTIN Ave,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.764389,-108.200989
201600017410-2,03/25/2016 08:49:00,S IVIE Ave & E ANIMAS,Liquor,LIQUOR LAW VIOLATIONS,36.723594,-108.193676
201600017385-1,03/25/2016 01:48:00,2600 N DUSTIN Ave,Disorder,DISORDERLY CONDUCT,36.753296,-108.202868
201600017385-2,03/25/2016 01:48:00,2600 N DUSTIN Ave,Disorder,DISORDERLY CONDUCT,36.753296,-108.202868
201600017351-1,03/24/2016 21:43:00,1100 MOCKINGBIRD CR,Breaking & Entering,BURG-RESIDENCE-FORCIBLE-DAY,36.7304,-108.2089
201600017338-1,03/24/2016 21:00:00,4600 E MAIN ST,Theft,SHOPLIFTING (MISD),35.922278,-89.829175
201600017330-2,03/24/2016 20:31:00,4600 E MAIN ST,Disorder,RESISTING/EVADING/OR OBSTRUCTING,35.922278,-89.829175
201600017306-1,03/24/2016 18:29:00,700 S MILLER Ave,Property Crime,TRESPASS OF REAL PROPERTY,36.721737,-108.202162
201600017288-2,03/24/2016 16:59:00,3000 E MAIN ST,Theft,SHOPLIFTING (MISD),40.347977,-75.271165
201600017288-1,03/24/2016 16:59:00,3000 E MAIN ST,Assault,ASSAULT B,40.347977,-75.271165
201600017283-1,03/24/2016 16:51:00,200 N BOWMAN Ave,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.730318,-108.215548
201600017281-1,03/24/2016 16:44:00,1400 W MAIN ST,Assault,ASSAULT B,36.732081,-108.226405
201600017226-1,03/24/2016 12:08:00,4900 E MAIN ST,Theft,SHOPLIFTING (MISD),40.348231,-75.270918
201600017225-1,03/24/2016 12:05:00,700 BRIMHALL PL,Breaking & Entering,BREAKING & ENTERING,36.731254,-108.214142
201600017165-1,03/24/2016 03:45:00,1200 E NAVAJO ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.737415,-108.190226
201600017161-6,03/24/2016 01:18:00,2500 E 16TH ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.745399,-108.172989
201600017161-5,03/24/2016 01:18:00,2500 E 16TH ST,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.745399,-108.172989
201600017161-3,03/24/2016 01:18:00,2500 E 16TH ST,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.745399,-108.172989
201600017159-2,03/24/2016 00:55:00,2100 BLOOMFIELD HY,Drugs,DRUG EQUIPMENT VIOLATIONS,36.721843,-108.185345
201600017158-1,03/24/2016 00:51:00,2600 N DUSTIN Ave,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.753296,-108.202868
201600017153-2,03/23/2016 23:36:00,RIVERSTONE RD & BLOOMFIELD HY,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.721174,-108.172598
201600017153-1,03/23/2016 23:36:00,RIVERSTONE RD & BLOOMFIELD HY,Liquor,LIQUOR LAW VIOLATIONS,36.721174,-108.172598
201600017125-1,03/23/2016 21:10:00,2200 E MAIN ST,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,36.73917,-108.179207
201600017115-2,03/23/2016 20:27:00,2700 E MAIN ST,Property Crime,TRESPASS OF REAL PROPERTY,36.742174,-108.170139
201600017115-1,03/23/2016 20:27:00,2700 E MAIN ST,Liquor,LIQUOR LAW VIOLATIONS,36.742174,-108.170139
201600017105-1,03/23/2016 19:27:00,300 E TYCKSEN DR,Assault,ASSLT/BATT-OTHER DANGEROUS WEAPON,36.742952,-108.20231
201600017105-2,03/23/2016 19:27:00,300 E TYCKSEN DR,Assault,ASSLT/BATT-OTHER DANGEROUS WEAPON,36.742952,-108.20231
201600017101-1,03/23/2016 19:21:00,300 W ANIMAS,Liquor,LIQUOR LAW VIOLATIONS,36.7304,-108.2089
201600017095-2,03/23/2016 18:58:00,1100 ACOMA PL,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.741587,-108.196751
201600017071-3,03/23/2016 17:30:00,4800 YARROW TR,Theft,STOLEN PROPERTY OFFENSES (FELONY),36.731159,-108.146333
201600017071-2,03/23/2016 17:30:00,4800 YARROW TR,Breaking & Entering,BURG-COMMERCIAL-FORCIBLE-NIGHT,36.731159,-108.146333
201600017071-1,03/23/2016 17:30:00,4800 YARROW TR,Breaking & Entering,BURG-COMMERCIAL-FORCIBLE-NIGHT,36.731159,-108.146333
201600017050-1,03/23/2016 16:35:00,800 E 25TH ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.752609,-108.195999
201600017043-4,03/23/2016 15:54:00,700 W BROADWAY,Drugs,DRUG EQUIPMENT VIOLATIONS,36.7304,-108.2089
201600017040-1,03/23/2016 15:25:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600017025-1,03/23/2016 14:25:00,W BROADWAY & S SCHWARTZ Ave,Liquor,LIQUOR LAW VIOLATIONS,36.728001,-108.212478
201600017019-1,03/23/2016 13:58:00,3500 E MAIN ST,Theft,SHOPLIFTING (MISD),40.348044,-75.2711
201600017011-1,03/23/2016 13:06:00,S ORCHARD Ave & E ANIMAS,Liquor,LIQUOR LAW VIOLATIONS,36.72576,-108.205572
201600016997-1,03/23/2016 12:21:00,2800 PARQUE DE OESTE,Breaking & Entering,BREAKING & ENTERING,36.732185,-108.245102
201600016980-2,03/23/2016 11:25:00,N MONTEREY Ave & E 18TH ST,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.739277,-108.199783
201600016980-1,03/23/2016 11:25:00,N MONTEREY Ave & E 18TH ST,Disorder,DISORDERLY CONDUCT,36.739277,-108.199783
201600016959-1,03/23/2016 09:15:00,3700 COPPER Ave,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.76247,-108.137779
201600016958-1,03/23/2016 09:13:00,6900 ALYSSA,Theft,FRAUD-CREDIT CARD/AUTOMATIC TELLERMACHINE,0,0
201600016941-1,03/23/2016 07:39:00,5100 BELLFLOWER CR,Breaking & Entering,BREAKING & ENTERING,36.733349,-108.141655
201600016925-1,03/23/2016 03:56:00,400 W COMANCHE ST,Theft of Vehicle,MOTOR VEHICLE THEFT,36.735233,-108.209188
201600016920-1,03/23/2016 02:04:00,1900 WESTERN Ave,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.747208,-108.210731
201600016919-1,03/23/2016 01:32:00,1100 E NAVAJO ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.738054,-108.190224
201600016914-5,03/23/2016 00:55:00,900 CANNERY,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),0,0
201600016914-4,03/23/2016 00:55:00,900 CANNERY,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (FELONY),0,0
201600016914-3,03/23/2016 00:55:00,900 CANNERY,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (FELONY),0,0
201600016907-1,03/22/2016 23:35:00,900 E MURRAY DR,Assault,ASSLT/BATT-KNIFE OR CUTTING INSTRUMENT,36.719527,-108.195384
201600016875-4,03/22/2016 19:50:00,2800 N DUSTIN Ave,Drugs,DRUG EQUIPMENT VIOLATIONS,36.754776,-108.202756
201600016875-3,03/22/2016 19:50:00,2800 N DUSTIN Ave,Drugs,DRUG/NARCOTIC VIOLATIONS,36.754776,-108.202756
201600016853-1,03/22/2016 18:53:00,4300 W MAIN ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.739136,-108.266373
201600016831-1,03/22/2016 17:23:00,700 W MAIN ST,Theft,SHOPLIFTING (MISD),36.72934,-108.214708
201600016829-1,03/22/2016 17:06:00,2000 E 16TH ST,Liquor,LIQUOR LAW VIOLATIONS,36.744689,-108.180902
201600016826-1,03/22/2016 17:01:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600016776-1,03/22/2016 13:51:00,4900 E MAIN ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),40.348231,-75.270918
201600016766-1,03/22/2016 12:37:00,5700 INDIAN WELLS CT,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,38.405819,-105.502331
201600016760-1,03/22/2016 12:11:00,4500 PACIFIC ST,Theft,LARCENY,36.772762,-108.151413
201600016726-1,03/22/2016 09:48:00,600 E NAVAJO ST,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.739817,-108.198955
201600016710-1,03/22/2016 08:19:00,2900 E 20TH ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),61.202416,-149.827859
201600016706-1,03/22/2016 07:57:00,4700 SUNRISE CR,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.7304,-108.2089
201600016706-2,03/22/2016 07:57:00,4700 SUNRISE CR,Breaking & Entering,BURG-RESIDENCE-UNLAWFUL-NIGHT,36.7304,-108.2089
201600016687-2,03/22/2016 02:04:00,E MAIN ST & N FAIRGROUNDS RD,Disorder,RESISTING/EVADING/OR OBSTRUCTING,28.045955,-81.91613
201600016681-2,03/22/2016 00:25:00,300 AIRPORT DR,Drugs,DRUG EQUIPMENT VIOLATIONS,36.732147,-108.220364
201600016681-1,03/22/2016 00:25:00,300 AIRPORT DR,Drugs,DRUG/NARCOTIC VIOLATION,36.732147,-108.220364
201600016676-1,03/21/2016 22:40:00,2600 UPPER FRUITLAND RD,Assault,ASSAULT B,36.719505,-108.244937
201600016650-1,03/21/2016 20:04:00,800 E MAIN ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (FELONY),36.733502,-108.192554
201600016646-1,03/21/2016 19:46:00,1800 HUTTON Ave,Theft,LARCENY - UNDER $50,36.7304,-108.2089
201600016610-1,03/21/2016 16:47:00,5400 ALDER ST,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,36.776714,-108.143356
201600016591-1,03/21/2016 15:03:00,100 W ELM ST,Property Crime,TRESPASS OF REAL PROPERTY,36.725531,-108.205566
201600016581-1,03/21/2016 14:15:00,100 W ELM ST,Property Crime,TRESPASS OF REAL PROPERTY,36.725531,-108.205566
201600016552-2,03/21/2016 12:36:00,2800 E ELM ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),45.849398,-119.26106
201600016552-1,03/21/2016 12:36:00,2800 E ELM ST,Theft,LARCENY $500 TO $2500=4F-FROM BUILDING,45.849398,-119.26106
201600016546-1,03/21/2016 12:00:00,100 W ELM ST,Property Crime,TRESPASS OF REAL PROPERTY,36.725531,-108.205566
201600016540-1,03/21/2016 11:42:00,700 W MAIN ST,Theft,SHOPLIFTING (MISD),36.72934,-108.214708
201600016537-1,03/21/2016 11:24:00,700 W BROADWAY,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,36.7304,-108.2089
201600016524-1,03/21/2016 10:23:00,900 MUNICIPAL DR,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,36.739043,-108.215825
201600016513-1,03/21/2016 08:54:00,W 30TH ST & W PINON HILLS,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.755268,-108.208649
201640000009889,03/21/2016 02:54:40,800 ANDREA DR,Assault,Battery Report,36.725315,-108.135048
201600016492-1,03/21/2016 02:42:00,900 GLADE LN,Liquor,LIQUOR LAW VIOLATIONS,36.732147,-108.220364
201600016484-3,03/20/2016 22:53:00,N BUTLER Ave & E MAIN ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.744564,-108.198128
201600016484-2,03/20/2016 22:53:00,N BUTLER Ave & E MAIN ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.744564,-108.198128
201600016484-1,03/20/2016 22:53:00,N BUTLER Ave & E MAIN ST,Drugs,DRUG/NARCOTIC VIOLATION,36.744564,-108.198128
201600016461-1,03/20/2016 21:07:00,1800 ROBIN,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),34.8173,-90.3162
201600016433-1,03/20/2016 17:21:00,900 W MAIN ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (FELONY),36.731639,-108.230576
201600016433-2,03/20/2016 17:21:00,900 W MAIN ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.731639,-108.230576
201600016270-1,03/20/2016 16:21:00,500 E BROADWAY,Theft,SHOPLIFTING (MISD),36.7304,-108.2089
201600016419-1,03/20/2016 15:49:00,W 30TH ST & W PINON HILLS BL,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (FELONY),36.755268,-108.208649
201600016391-1,03/20/2016 12:09:00,3700 PIEDRA VISTA DR,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (FELONY),36.762642,-108.142982
201600016383-1,03/20/2016 10:02:00,1 CR3256,Theft,LARCENY $500 TO $2500=4F-ALL OTHER,0,0
201600016360-1,03/20/2016 06:23:00,ENGLISH & CORTEZ WY,Assault,ASSLT/BATT-OTHER DANGEROUS WEAPON,36.7304,-108.2089
201600016321-1,03/19/2016 22:10:00,700 N ALLEN Ave,Disorder,DISORDERLY CONDUCT,36.736509,-108.206342
201600016320-1,03/19/2016 22:08:00,1400 W MAIN ST,Property Crime,TRESPASS OF REAL PROPERTY,36.732081,-108.226405
201600016319-1,03/19/2016 22:07:00,400 E BOYD DR,Liquor,LIQUOR LAW VIOLATIONS,36.74401,-108.201276
201640000009783,03/19/2016 20:45:18,1800 LONEWOLF DR,Drugs,Narcotics Violation,36.7304,-108.2089
201600016298-1,03/19/2016 19:15:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600016291-1,03/19/2016 18:09:00,2500 E 16TH ST,Theft,LARCENY - UNDER $50,36.745399,-108.172989
201600016284-3,03/19/2016 17:27:00,300 E 20TH ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.748501,-108.20179
201600016284-2,03/19/2016 17:27:00,300 E 20TH ST,Drugs,DRUG/NARCOTIC VIOLATIONS,36.748501,-108.20179
201600016284-1,03/19/2016 17:27:00,300 E 20TH ST,Liquor,LIQUOR LAW VIOLATIONS,36.748501,-108.20179
201600016278-1,03/19/2016 17:13:00,1000 E NAVAJO ST,Breaking & Entering,BREAKING & ENTERING,36.739729,-108.192607
201600016277-2,03/19/2016 17:07:00,1400 W MAIN ST,Property Crime,TRESPASS OF REAL PROPERTY,36.732081,-108.226405
201600016277-1,03/19/2016 17:07:00,1400 W MAIN ST,Disorder,DISORDERLY CONDUCT,36.732081,-108.226405
201600016273-1,03/19/2016 16:59:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600016236-3,03/19/2016 13:43:00,700 S LAKE ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.722198,-108.216904
201600016236-2,03/19/2016 13:43:00,700 S LAKE ST,Liquor,LIQUOR LAW VIOLATIONS,36.722198,-108.216904
201600016230-2,03/19/2016 13:07:00,4600 E MAIN ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),35.922278,-89.829175
201600016230-1,03/19/2016 13:07:00,4600 E MAIN ST,Theft,LARCENY $500 TO $2500=4F-SHOPLIFTING,35.922278,-89.829175
201600016222-1,03/19/2016 12:42:00,2100 E 20TH ST,Property Crime,TRESPASS OF REAL PROPERTY,36.749595,-108.179213
