case_id,happened_at,address,type,desc,lat,long
201500030493-2,05/22/2015 13:06:00,2100 FARMINGTON Ave,Liquor,LIQUOR LAW VIOLATIONS,36.750614,-108.17977
201500030454-1,05/22/2015 10:22:00,1400 W MAIN ST,Assault,ASSAULT B,36.732299,-108.226989
201500030429-2,05/22/2015 08:33:00,400 W 30TH ST,Theft of Vehicle,MOTOR VEHICLE THEFT,36.755268,-108.208649
201500030429-1,05/22/2015 08:33:00,400 W 30TH ST,Theft of Vehicle,MOTOR VEHICLE THEFT,36.755268,-108.208649
201500030436-2,05/22/2015 07:15:00,1700 E SAN JUAN BL,Theft,LARCENY,36.734546,-108.184859
201500030436-1,05/22/2015 07:15:00,1700 E SAN JUAN BL,Breaking & Entering,BURG-COMMERCIAL-ATTEMPT/FORCE-NIGHT,36.734546,-108.184859
201500030413-1,05/22/2015 07:00:00,4700 CARIBBEAN Ave,Theft from Vehicle,LARCENY $500 TO $2500=4F-FROM MOTORVEHICLE,36.770706,-108.152283
201500030413-2,05/22/2015 07:00:00,4700 CARIBBEAN Ave,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.770706,-108.152283
201500030397-1,05/22/2015 02:00:00,9000 BISTI HY,Theft of Vehicle,MOTOR VEHICLE THEFT,36.741585,-108.180397
201500030393-1,05/22/2015 01:10:00,600 E BROADWAY,Assault,ASSLT/BATT-KNIFE OR CUTTING INSTRUMENT,36.728698,-108.193176
201500030381-1,05/21/2015 23:55:00,500 E 18TH ST,Theft of Vehicle,MOTOR VEHICLE THEFT,36.747025,-108.200035
201500030359-2,05/21/2015 23:33:00,1000 N WALL Ave,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.739306,-108.204018
201500030366-4,05/21/2015 23:00:00,500 E BROADWAY ST,Assault,ASSAULT B,36.726534,-108.190419
201500030366-1,05/21/2015 23:00:00,500 E BROADWAY ST,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.726534,-108.190419
201500030366-2,05/21/2015 23:00:00,500 E BROADWAY ST,Disorder,DISORDERLY CONDUCT,36.726534,-108.190419
201500030366-3,05/21/2015 23:00:00,500 E BROADWAY ST,Liquor,LIQUOR LAW VIOLATIONS,36.726534,-108.190419
201500030348-1,05/21/2015 20:46:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732299,-108.226989
201500030341-1,05/21/2015 20:23:00,ALLEN & W MAIN,Liquor,LIQUOR LAW VIOLATIONS,36.728773,-108.209545
201500030342-4,05/21/2015 20:06:00,900 E MAIN ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.73323,-108.19297
201500030342-3,05/21/2015 20:06:00,900 E MAIN ST,Drugs,DRUG/NARCOTIC VIOLATIONS,36.73323,-108.19297
201500030301-1,05/21/2015 17:49:00,ORCHARD & BROADWAY,Liquor,LIQUOR LAW VIOLATIONS,36.728001,-108.212478
201500030281-4,05/21/2015 16:57:00,1600 N FAIRVIEW Ave,Drugs,DRUG EQUIPMENT VIOLATIONS,36.745464,-108.175279
201500030281-3,05/21/2015 16:57:00,1600 N FAIRVIEW Ave,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.745464,-108.175279
201500030281-2,05/21/2015 16:57:00,1600 N FAIRVIEW Ave,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.745464,-108.175279
201500030281-1,05/21/2015 16:57:00,1600 N FAIRVIEW Ave,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.745464,-108.175279
201500030248-3,05/21/2015 15:20:00,600 E 20TH ST,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.748955,-108.198494
201500030248-1,05/21/2015 15:20:00,600 E 20TH ST,Drugs,DRUG/NARCOTIC VIOLATION,36.748955,-108.198494
201500030250-1,05/21/2015 14:30:00,4600 E MAIN ST,Theft,SHOPLIFTING (MISD),36.764916,-108.152615
201500030195-2,05/21/2015 10:14:00,700 W MAIN ST,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.72934,-108.214708
201500030274-1,05/21/2015 10:00:00,4600 COLLEGE BL,Theft,LARCENY $250 TO $500=M-ALL OTHER,36.770376,-108.166247
201500030172-1,05/21/2015 08:15:00,200 EL PASO DR,Theft of Vehicle,MOTOR VEHICLE THEFT,36.730334,-108.218513
201500030183-3,05/21/2015 07:45:00,2000 CUERVO ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.748388,-108.212912
201500030183-2,05/21/2015 07:45:00,2000 CUERVO ST,Theft from Vehicle,LARCENY $500 TO $2500=4F-FROM MOTORVEHICLE,36.748388,-108.212912
201500030183-1,05/21/2015 07:45:00,2000 CUERVO ST,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.748388,-108.212912
201500030164-2,05/21/2015 07:45:00,500 E MURRAY DR,Theft,LARCENY $500 TO $2500=4F-FROM BUILDING,36.719531,-108.200169
201500030164-1,05/21/2015 07:45:00,500 E MURRAY DR,Breaking & Entering,BURG-COMMERCIAL-UNLAWFUL-UNKNOWN,36.719531,-108.200169
201500030160-1,05/21/2015 07:15:00,900 N BUENA VISTA Ave,Theft,LARCENY $250 TO $500=M-BICYCLES,36.738396,-108.198662
201500030165-1,05/21/2015 03:00:00,900 N MONTEREY Ave,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.738468,-108.200108
201500030106-1,05/20/2015 21:41:00,5800 COLLEGE,Assault,ASSAULT B,36.7281,-108.2187
201500030107-2,05/20/2015 21:11:00,2500 E 16TH ST,Liquor,LIQUOR LAW VIOLATIONS,36.745399,-108.172989
201500030096-1,05/20/2015 20:46:00,S COMMERCIAL & ELM ST,Liquor,LIQUOR LAW VIOLATIONS,36.727352,-108.204018
201500030108-1,05/20/2015 20:30:00,1000 FARMINGTON Ave,Theft from Vehicle,LARCENY $250 TO $500=M-VEH PARTS &ACCESS,36.740946,-108.179793
201500030092-1,05/20/2015 20:25:00,1400 CAMINO SOL,Theft from Vehicle,LARCENY,36.715691,-108.186142
201500030087-1,05/20/2015 20:12:00,4900 E MAIN ST,Assault,ASSLT/BATT-OTHER DANGEROUS WEAPON,36.766903,-108.148598
201500030067-1,05/20/2015 19:17:00,300 AIRPORT,Liquor,LIQUOR LAW VIOLATIONS,36.732147,-108.220364
201500030018-1,05/20/2015 16:07:00,100 W ELM ST,Liquor,LIQUOR LAW VIOLATIONS,36.725531,-108.205566
201500030016-1,05/20/2015 15:56:00,1600 N DUSTIN Ave,Liquor,LIQUOR LAW VIOLATIONS,36.755793,-108.201931
201500030167-1,05/20/2015 15:00:00,1600 N HUTTON Ave,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.745275,-108.170748
201500029993-1,05/20/2015 14:53:00,3500 E 20TH ST,Liquor,LIQUOR LAW VIOLATIONS,36.747547,-108.162397
201500029987-1,05/20/2015 14:45:00,900 GLADE LN,Liquor,LIQUOR LAW VIOLATIONS,36.732147,-108.220364
201500029953-2,05/20/2015 12:41:00,900 GLADE LN,Drugs,DRUG/NARCOTIC VIOLATIONS,36.732147,-108.220364
201500029953-3,05/20/2015 12:41:00,900 GLADE LN,Drugs,DRUG EQUIPMENT VIOLATIONS,36.732147,-108.220364
201500029953-1,05/20/2015 12:41:00,900 GLADE LN,Liquor,LIQUOR LAW VIOLATIONS,36.732147,-108.220364
201500029937-5,05/20/2015 12:05:00,100 W ELM ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.725531,-108.205566
201500029901-3,05/20/2015 08:58:00,3000 E MAIN ST,Theft,LARCENY,36.744822,-108.165599
201500029901-1,05/20/2015 08:58:00,3000 E MAIN ST,Drugs,DRUG/NARCOTIC VIOLATION,36.744822,-108.165599
201500029901-2,05/20/2015 08:58:00,3000 E MAIN ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.744822,-108.165599
201500029896-1,05/20/2015 08:15:00,1500 N KNUDSEN Ave,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.752016,-108.188629
201500029894-1,05/20/2015 07:30:00,2300 CLAYTON Ave,Theft,LARCENY,43.617888,-93.356275
201500029865-1,05/20/2015 02:25:00,PALMER Ave & WALNUT,Liquor,LIQUOR LAW VIOLATIONS,36.732681,-108.224848
201500029872-1,05/20/2015 00:35:00,900 W MAIN ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.731639,-108.230576
201500029856-2,05/19/2015 23:06:00,S AUBURN Ave & W BROADWAY,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.724077,-108.210013
201500029846-3,05/19/2015 22:00:00,1 PARQUE DE OESTE DR,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.731678,-108.247254
201500029846-1,05/19/2015 22:00:00,1 PARQUE DE OESTE DR,Assault,ASSLT/BATT-OTHER DANGEROUS WEAPON,36.731678,-108.247254
201500029810-1,05/19/2015 19:22:00,5600 E MAIN ST,Theft,SHOPLIFTING (MISD),36.771586,-108.139099
201500029794-1,05/19/2015 18:08:00,2500 E 16TH ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.745399,-108.172989
201500029771-1,05/19/2015 16:52:00,800 ALISE Ave,Theft of Vehicle,MOTOR VEHICLE THEFT,36.724507,-108.127545
201500029739-1,05/19/2015 14:48:00,1400 E 23RD ST,Theft,LARCENY $250 TO $500=M-BICYCLES,36.751083,-108.189575
201500029721-1,05/19/2015 14:21:00,1600 CLIFFSIDE DR,Theft,LARCENY,36.752885,-108.186583
201500029736-1,05/19/2015 13:28:00,100 W ELM ST,Liquor,LIQUOR LAW VIOLATIONS,36.725531,-108.205566
201500029736-4,05/19/2015 13:28:00,100 W ELM ST,Liquor,LIQUOR LAW VIOLATIONS,36.725531,-108.205566
201500029728-1,05/19/2015 12:44:00,1000 W BROADWAY,Liquor,LIQUOR LAW VIOLATIONS,36.728252,-108.221171
201500029719-1,05/19/2015 12:20:00,3600 SAN MEDINA Ave,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.759838,-108.195702
201500029715-1,05/19/2015 11:35:00,500 E BROADWAY,Drugs,DRUG EQUIPMENT VIOLATIONS,36.728332,-108.197837
201500029692-1,05/19/2015 08:52:00,1400 S BLUFFVIEW Ave,Theft,LARCENY - UNDER $50,36.715541,-108.195224
201500029762-1,05/19/2015 08:00:00,400 NELSON,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,39.8298,-79.56532
201500029683-1,05/19/2015 07:55:00,100 W ANIMAS,Liquor,LIQUOR LAW VIOLATIONS,36.727201,-108.205512
201500029676-1,05/19/2015 04:55:00,2200 E 20TH ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.74839,-108.178391
